r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
66.36917,100,260.728315,0.93,3.0,66.37,0.14,86.0,2.47,16.65,2.69,13.91,0.06,111.62,38.71,2.73,0.39,50.0,36.0,0.0,0.26
67.9151,100,262.294739,0.93,1.0,67.92,0.12,88.0,4.59,22.96,5.09,17.8,0.08,60.55,27.68,2.42,0.2,20.0,47.0,21.0,0.21
56.074135,100,263.847697,0.81,17.0,56.07,0.17,83.0,9.2,29.58,7.59,21.9,0.09,51.92,33.05,8.47,0.36,45.0,0.0,38.0,0.25
52.249134,100,265.630711,0.8,21.0,52.25,0.19,81.0,5.49,29.77,5.17,24.54,0.06,52.25,26.66,2.06,0.41,31.0,50.0,0.0,0.24
66.43562,100,267.406533,0.82,3.0,66.44,0.13,87.0,2.64,21.78,3.26,18.46,0.06,77.86,24.84,4.34,0.29,17.0,54.0,16.0,0.21
72.297195,100,269.233746,0.77,15.0,72.3,0.09,91.0,6.11,26.48,5.11,21.32,0.05,82.52,35.42,2.5,0.39,53.0,38.0,0.0,0.26
61.045433,100,270.957635,0.8,9.0,61.05,0.15,85.0,7.2,26.18,7.0,19.11,0.07,43.0,11.32,2.77,0.47,25.0,60.0,0.0,0.26
59.28616,100,272.774538,0.84,21.0,59.29,0.16,84.0,5.31,25.79,5.18,20.52,0.09,40.27,29.64,2.84,0.13,32.0,18.0,34.0,0.21
65.473595,100,274.327997,0.89,21.0,65.47,0.13,87.0,4.4,24.42,4.55,19.82,0.06,76.05,26.45,55.91,0.55,15.0,72.0,0.0,0.25
64.36402,100,276.094191,0.75,7.0,64.36,0.13,87.0,3.09,27.47,3.14,24.28,0.06,56.6,39.28,2.08,0.51,67.0,20.0,0.0,0.23
65.725044,100,277.645866,0.83,13.0,65.73,0.13,87.0,5.6,23.73,4.64,19.01,0.08,59.77,23.68,3.12,0.11,33.0,34.0,20.0,0.24
